Date,Open,High,Low,Close,Adj Close,Volume
3-Jul-24,"10,175.00","10,375.00","10,000.00","10,350.00","10,345.34","12,859,500"
2-Jul-24,"10,450.00","10,700.00","9,775.00","10,150.00","10,145.43","22,879,500"
1-Jul-24,"10,100.00","10,450.00","10,100.00","10,425.00","10,420.30","24,594,800"
28-Jun-24,"9,850.00","10,225.00","9,600.00","10,075.00","10,070.46","30,775,000"
27-Jun-24,"9,750.00","9,875.00","9,700.00","9,800.00","9,795.59","9,625,300"
26-Jun-24,"9,675.00","9,850.00","9,500.00","9,750.00","9,745.61","15,070,700"
25-Jun-24,"9,450.00","9,800.00","9,400.00","9,650.00","9,645.65","22,310,600"
24-Jun-24,"9,200.00","9,475.00","9,025.00","9,400.00","9,395.77","22,229,200"
21-Jun-24,"8,700.00","9,500.00","8,700.00","9,100.00","9,095.90","59,659,500"
20-Jun-24,"8,250.00","8,500.00","8,250.00","8,450.00","8,446.19","8,628,800"
19-Jun-24,"8,625.00","8,625.00","8,125.00","8,250.00","8,246.28","6,744,200"
14-Jun-24,"7,800.00","7,850.00","7,800.00","7,850.00","7,846.46","3,790,700"
13-Jun-24,"7,800.00","8,025.00","7,700.00","8,025.00","8,021.39","6,122,700"
12-Jun-24,"8,025.00","8,025.00","8,025.00","8,025.00","8,021.39","22,866,000"
11-Jun-24,"7,300.00","7,300.00","7,300.00","7,300.00","7,296.71","29,963,800"
10-Jun-24,"5,500.00","6,650.00","5,500.00","6,650.00","6,647.00","69,433,800"
7-Jun-24,"6,050.00","6,050.00","6,050.00","6,050.00","6,047.28","2,561,500"
6-Jun-24,"6,700.00","6,700.00","6,700.00","6,700.00","6,694.95","3,041,600"
5-Jun-24,"7,425.00","7,425.00","7,425.00","7,425.00","7,419.40","3,842,600"
4-Jun-24,"8,000.00","8,250.00","8,000.00","8,250.00","8,243.78","14,694,300"
3-Jun-24,"8,000.00","9,025.00","7,950.00","7,950.00","7,944.01","28,527,100"
31-May-24,"8,225.00","8,225.00","8,225.00","8,225.00","8,218.80","1,072,500"
30-May-24,"9,125.00","9,125.00","9,125.00","9,125.00","9,118.12","338,500"
29-May-24,"10,125.00","10,125.00","10,125.00","10,125.00","10,117.37","3,269,100"
28-May-24,"11,250.00","11,250.00","11,250.00","11,250.00","11,241.52",-
27-May-24,"11,250.00","11,250.00","11,250.00","11,250.00","11,241.52",-
22-May-24,"11,225.00","11,450.00","11,025.00","11,250.00","11,241.52","14,429,800"
21-May-24,"11,000.00","11,575.00","11,000.00","11,150.00","11,141.60","17,838,200"
20-May-24,"10,750.00","11,275.00","10,700.00","10,975.00","10,966.73","20,232,700"
17-May-24,"10,400.00","12,200.00","10,200.00","10,750.00","10,741.90","33,916,900"
16-May-24,"10,000.00","10,450.00","10,000.00","10,375.00","10,367.18","25,578,300"
15-May-24,"9,200.00","10,450.00","9,150.00","9,975.00","9,967.48","32,641,300"
14-May-24,"9,450.00","9,725.00","9,200.00","9,275.00","9,268.01","11,060,200"
13-May-24,"9,400.00","9,875.00","9,400.00","9,450.00","9,442.88","12,510,700"
8-May-24,"9,875.00","10,200.00","9,450.00","9,650.00","9,642.73","12,895,300"
7-May-24,"9,325.00","9,925.00","9,325.00","9,875.00","9,867.56","13,495,400"
6-May-24,"9,650.00","9,725.00","9,150.00","9,300.00","9,292.99","13,332,100"
3-May-24,"9,875.00","9,875.00","9,875.00","9,875.00","9,867.56",-
2-May-24,"9,225.00","9,875.00","9,225.00","9,875.00","9,867.56","22,657,200"
30-Apr-24,"9,075.00","9,250.00","8,800.00","9,225.00","9,218.05","24,471,600"
29-Apr-24,"8,625.00","9,125.00","8,625.00","9,025.00","9,018.20","17,974,400"
26-Apr-24,"8,325.00","9,350.00","8,200.00","8,625.00","8,618.50","36,478,400"
25-Apr-24,"8,000.00","8,325.00","7,800.00","8,275.00","8,268.76","16,941,200"
24-Apr-24,"7,300.00","7,975.00","7,300.00","7,975.00","7,968.99","16,627,200"
23-Apr-24,"7,725.00","7,725.00","7,250.00","7,300.00","7,294.50","14,117,500"
22-Apr-24,"8,150.00","8,150.00","7,400.00","7,625.00","7,619.25","23,379,200"
19-Apr-24,"7,925.00","8,125.00","7,550.00","8,125.00","8,118.88","119,478,400"
18-Apr-24,"7,925.00","8,075.00","7,550.00","7,925.00","7,919.03","40,979,900"
17-Apr-24,"7,500.00","7,975.00","7,425.00","7,950.00","7,944.01","65,779,000"
16-Apr-24,"6,775.00","7,600.00","6,350.00","7,475.00","7,469.37","74,828,100"
5-Apr-24,"5,900.00","6,925.00","5,850.00","6,925.00","6,919.78","67,105,300"
4-Apr-24,"5,775.00","5,900.00","5,675.00","5,875.00","5,870.57","6,684,400"
3-Apr-24,"5,725.00","5,950.00","5,600.00","5,675.00","5,670.72","13,411,500"
2-Apr-24,"5,400.00","5,725.00","5,375.00","5,725.00","5,720.68","10,248,500"
1-Apr-24,"5,375.00","5,500.00","5,225.00","5,400.00","5,395.93","4,999,900"
28-Mar-24,"5,450.00","5,450.00","5,325.00","5,375.00","5,370.95","2,727,000"
27-Mar-24,"5,475.00","5,475.00","5,300.00","5,450.00","5,445.89","5,390,600"
26-Mar-24,"5,350.00","5,350.00","5,350.00","5,350.00","5,345.97",-
25-Mar-24,"5,350.00","5,350.00","5,350.00","5,350.00","5,345.97",-
22-Mar-24,"5,400.00","5,425.00","5,275.00","5,350.00","5,345.97","3,728,700"
21-Mar-24,"5,400.00","5,550.00","5,325.00","5,350.00","5,345.97","7,186,600"
20-Mar-24,"5,350.00","5,475.00","5,225.00","5,400.00","5,395.93","8,111,400"
19-Mar-24,"5,200.00","5,400.00","5,100.00","5,350.00","5,345.97","6,320,700"
18-Mar-24,"5,550.00","5,600.00","5,100.00","5,175.00","5,171.10","14,212,600"
15-Mar-24,"5,925.00","5,950.00","5,550.00","5,550.00","5,545.82","23,637,300"
14-Mar-24,"6,150.00","6,225.00","5,850.00","5,900.00","5,895.55","15,583,100"
13-Mar-24,"6,125.00","6,275.00","6,000.00","6,150.00","6,145.36","10,280,200"
8-Mar-24,"6,250.00","6,350.00","6,125.00","6,125.00","6,120.38","8,847,000"
7-Mar-24,"6,050.00","6,300.00","6,000.00","6,250.00","6,245.29","15,735,100"
6-Mar-24,"5,900.00","6,100.00","5,800.00","6,000.00","5,995.48","11,782,200"
5-Mar-24,"6,150.00","6,200.00","5,900.00","5,900.00","5,895.55","11,693,200"
4-Mar-24,"6,300.00","6,375.00","6,075.00","6,125.00","6,120.38","10,333,200"
1-Mar-24,"6,075.00","6,250.00","5,975.00","6,200.00","6,195.33","17,035,800"
29-Feb-24,"5,950.00","6,225.00","5,950.00","6,050.00","6,045.44","20,983,000"
28-Feb-24,"5,500.00","6,050.00","5,500.00","5,950.00","5,945.52","32,515,800"
27-Feb-24,"5,700.00","5,700.00","5,500.00","5,500.00","5,495.85","4,676,700"
26-Feb-24,"5,500.00","5,625.00","5,450.00","5,500.00","5,495.85","5,992,200"
23-Feb-24,"5,675.00","5,675.00","5,475.00","5,500.00","5,495.85","7,899,600"
22-Feb-24,"5,500.00","5,675.00","5,500.00","5,575.00","5,570.80","9,897,400"
21-Feb-24,"5,525.00","5,675.00","5,400.00","5,500.00","5,495.85","8,289,400"
20-Feb-24,"5,500.00","5,600.00","5,350.00","5,500.00","5,495.85","7,225,000"
19-Feb-24,"5,500.00","5,700.00","5,475.00","5,500.00","5,495.85","16,293,100"
16-Feb-24,"5,125.00","5,550.00","5,125.00","5,475.00","5,470.87","23,471,500"
15-Feb-24,"5,250.00","5,250.00","5,050.00","5,125.00","5,121.14","8,823,500"
